#,PLAYER,Team,Positions,Age,Value,Name,original_key,metadata,injury_body_part,depth_chart_order,sportradar_id,team_abbr,oddsjam_id,birth_date,active,stats_id,search_last_name,espn_id,full_name,search_rank,years_exp,player_id,fantasy_data_id,kalshi_id,yahoo_id,practice_participation,injury_start_date,depth_chart_position,injury_notes,status,gsis_id,competitions,age,practice_description,news_updated,hashtag,player_shard,last_name,birth_city,rotoworld_id,weight,team_changed_at,injury_status,sport,fantasy_positions,birth_country,team,opta_id,height,swish_id,college,search_full_name,first_name,high_school,position,pandascore_id,rotowire_id,birth_state,search_first_name,number,id,fullName,experience
149,Thomas Sorber,OKC,C,19.9,2858.5203686896057,Thomas Sorber,4762,{'channel_id': '1243819701243482112'},Foot,6.0,c56cbf7a-42a4-41a2-a37b-0cd4aaf248d0,,,2005-12-25,True,,sorber,,Thomas Sorber,447.0,0.0,4762,20003462.0,,,,,C,Surgery,ACT,,[],19.0,,1758640847179.0,#thomassorber-NBA-OKC-12,1,Sorber,,,250,,IR,nba,"['C', 'PF']",,OKC,,81,,Georgetown,thomassorber,Thomas,Archbishop Ryan (PA),C,,6544.0,,thomas,12.0,5061603,Thomas Sorber,0.0
150,Herbert Jones,NO,"SF,PF",27.1,2843.4818901308936,Herbert Jones,2286,{'channel_id': '1113936512682033152'},,1.0,66b88001-06c2-4f4a-9825-b6e0cc1df6cc,,2D2D92B4841E,1998-10-06,True,,jones,,Herbert Jones,163.0,4.0,2286,20002699.0,0261059a-dc81-43c2-b3ef-2a937da69c9b,,,,SF,,ACT,,[],27.0,,1762353619416.0,#herbertjones-NBA-NOP-2,5,Jones,,,206,,,nba,"['PF', 'SF']",,NOP,,79,1061638.0,Alabama,herbertjones,Herbert,Hale County (AL),PF,,5414.0,,herbert,2.0,4277813,Herbert Jones,4.0
151,Ryan Kalkbrenner,CHA,C,23.8,2828.5474849217735,Ryan Kalkbrenner,4777,{'channel_id': '1244166977430237184'},,1.0,388ec80d-171a-48f7-9cc8-5a8bebde54e0,,,2002-01-17,True,,kalkbrenner,,Ryan Kalkbrenner,390.0,0.0,4777,20003468.0,88d788fe-5410-40c4-9193-b0e3e1af4f1f,,,,C,,ACT,,[],23.0,,1762321216847.0,#ryankalkbrenner-NBA-CHA-11,0,Kalkbrenner,,,256,,,nba,['C'],,CHA,,85,,Creighton,ryankalkbrenner,Ryan,Trinity Catholic (MO),C,,6567.0,,ryan,11.0,4576060,Ryan Kalkbrenner,0.0
152,LeBron James,LAL,"SF,PF",40.9,2813.7157224837247,LeBron James,1362,{'channel_id': '1114228384407244800'},Pinched Nerve,6.0,0afbe608-940a-4d5d-a1f7-468718c67d91,,3C093E0F82BD,1984-12-30,True,,james,,LeBron James,17.0,22.0,1362,20000571.0,5631e46b-716c-4842-8607-a6ebf12fe029,,,,PF,Inflammation,ACT,,[],40.0,,1762447804312.0,#lebronjames-NBA-LAL-23,5,James,,,250,,Out,nba,"['C', 'PF', 'SF']",,LAL,,81,214152.0,,lebronjames,LeBron,St. Vincent-St. Mary (OH),PF,,2344.0,,lebron,23.0,1966,LeBron James,22.0
153,Scotty Pippen Jr.,MEM,"PG,SG",25.0,2798.9852015338147,Scotty Pippen,2416,{'channel_id': '1113936506281525248'},Toe,5.0,df62b7c5-faaa-4f37-a716-b7e034aa03eb,,99BA5708FFD1,2000-11-10,True,,pippen,,Scotty Pippen,172.0,3.0,2416,20002915.0,d6d1d5a3-80ef-4687-af8c-dfaae4d6ea92,,,,PG,Soreness,ACT,,[],24.0,,1760826307122.0,#scottypippen-NBA-MEM-1,8,Pippen,,,170,,Out,nba,"['PG', 'SG']",,MEM,,74,1176798.0,Vanderbilt,scottypippen,Scotty,Pine Crest (FL),PG,,5685.0,,scotty,1.0,4431785,Scotty Pippen Jr.,3.0
154,Yves Missi,NO,C,21.5,2784.3545492902176,Yves Missi,2720,{'channel_id': '1113936513139212288'},Illness,1.0,7ff3c32f-2552-454d-9dee-a1d52000458a,,92BCED72304D,2004-05-14,True,,missi,,Yves Missi,165.0,1.0,2720,20003206.0,1400f958-a65e-4dac-8ce0-6cf6e6edafd7,,,,C,,ACT,,[],21.0,,1762541407439.0,#yvesmissi-NBA-NOP-21,1,Missi,,,235,,Out,nba,['C'],,NOP,,83,1458495.0,Baylor,yvesmissi,Yves,Prolific Prep (CA),C,,6268.0,,yves,21.0,5061589,Yves Missi,1.0
155,Noah Penda,ORL,SF,20.8,2769.8224207045005,Noah Penda,4794,{'channel_id': '1244167003132932096'},,4.0,5099364d-2c4b-4d38-ac66-a86d9489474c,,,2005-01-07,True,,penda,,Noah Penda,407.0,0.0,4794,20003476.0,f84f97c0-2831-4378-94bc-1f2edff36452,,,,PF,,ACT,,[],20.0,,1761921644516.0,#noahpenda-NBA-ORL-93,3,Penda,,,215,,,nba,"['PF', 'SF']",,ORL,,79,,,noahpenda,Noah,,SF,,6577.0,,noah,93.0,5214637,Noah Penda,0.0
156,Jermaine Samuels Jr.,HOU,,27.0,2755.3874977195737,Jermaine Samuels,2553,{'channel_id': '1114613437389893632'},,,483b2172-e415-49ea-940b-4c4db5e58a52,,60E8AB106F2F,1998-11-13,True,,samuels,,Jermaine Samuels,,1.0,2553,,,,,,,,FA,,[],26.0,,1712248826606.0,#jermainesamuels-NBA-FA,0,Samuels,,,230,,,nba,"['PF', 'SF']",,,,78,1070354.0,Villanova,jermainesamuels,Jermaine,Rivers School (MA),PF,,5753.0,,jermaine,,,,
157,Jae Crowder,SAC,"SF,PF",35.3,2741.0484885523038,Jae Crowder,1403,{'channel_id': '1153292661776470016'},,,db74c5dd-08bd-41a5-99ba-328e9b18aeb5,,4AB103EBD0CE,1990-07-06,True,,crowder,,Jae Crowder,,12.0,1403,20000562.0,,,,,,,FA,,[],35.0,,1742168742271.0,#jaecrowder-NBA-FA,4,Crowder,,,235,,,nba,['PF'],,,,78,552381.0,Marquette,jaecrowder,Jae,Villa Rica (GA),PF,,3324.0,,jae,,6581,Jae Crowder,11.0
158,Rudy Gobert,MIN,C,33.4,2726.8041269997957,Rudy Gobert,1350,{'channel_id': '1113936502791864320'},,1.0,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,,A34D0F71C5A5,1992-06-26,True,,gobert,,Rudy Gobert,71.0,12.0,1350,20000840.0,e9c185a4-48f9-497a-9da5-03d763ab11a3,,,,C,,ACT,,[],33.0,,1762444503147.0,#rudygobert-NBA-MIN-27,5,Gobert,,,258,,,nba,['C'],,MIN,,85,739960.0,,rudygobert,Rudy,,C,,3440.0,,rudy,27.0,3032976,Rudy Gobert,12.0
159,Noa Essengue,CHI,PF,18.9,2712.653171768421,Noa Essengue,4736,{'channel_id': '1243819656842579968'},,5.0,5ab15bad-59b4-43c9-98fc-1d0aa8182d01,,,2006-12-18,True,,essengue,,Noa Essengue,367.0,0.0,4736,20003469.0,d0717f7b-1a4f-4a69-9bd8-14eac244be0c,,,,PF,,ACT,,[],18.0,,1761248128340.0,#noaessengue-NBA-CHI-24,3,Essengue,,,200,,,nba,"['PF', 'SF']",,CHI,,80,,,noaessengue,Noa,,PF,,6586.0,,noa,24.0,5242496,Noa Essengue,0.0
160,Donte DiVincenzo,MIN,"PG,SG",28.8,2698.5944058247114,Donte DiVincenzo,1964,{'channel_id': '1113936488086634496'},,1.0,9cfad453-b323-43dc-a066-6cd0a21745ad,,7649B030E16F,1997-01-31,True,,divincenzo,,Donte DiVincenzo,118.0,7.0,1964,20001987.0,19e432c3-e255-428c-94d0-cedebed3dfc5,,,,PG,,ACT,,[],28.0,,1762441803737.0,#dontedivincenzo-NBA-MIN-0,8,DiVincenzo,,,203,,,nba,"['PG', 'SF', 'SG']",,MIN,,76,887915.0,Villanova,dontedivincenzo,Donte,Salesianum School (DE),SG,,4439.0,,donte,0.0,3934673,Donte DiVincenzo,7.0
161,RayJ Dennis,IND,PG,24.6,2684.626635767252,RayJ Dennis,2860,{'channel_id': '1146533571532447744'},,4.0,d146629c-2584-4760-89af-e4378d7569c1,,12DCEA7797656E57,2001-03-30,True,,dennis,,RayJ Dennis,,1.0,2860,20003293.0,d10494a2-6820-41e6-ac9c-8c518d050388,,,,PG,,TWO-WAY,,[],24.0,,1762386326936.0,#rayjdennis-NBA-IND-10,7,Dennis,,,180,,,nba,['PG'],,IND,,73,1194704.0,Baylor,rayjdennis,RayJ,Oswego East (IL),PG,,6378.0,,rayj,10.0,4431941,RayJ Dennis,1.0
162,Rasheer Fleming,PHO,PF,21.3,2670.748691218765,Rasheer Fleming,4791,{'channel_id': '1244166998376591360'},,4.0,e1d35615-1fd9-4c91-a05f-ef6e7f23c4ff,,,2004-07-10,True,,fleming,,Rasheer Fleming,277.0,0.0,4791,20003465.0,70b46360-e073-43d8-948b-cefbbd66b356,,,,PF,,ACT,,[],21.0,,1761184226305.0,#rasheerfleming-NBA-PHX-20,9,Fleming,,,240,,,nba,"['PF', 'SF']",,PHX,,81,,Saint Joseph's,rasheerfleming,Rasheer,Camden (NJ),PF,,6564.0,,rasheer,20.0,5105977,Rasheer Fleming,0.0
163,Drake Powell,BKN,SG,20.2,2656.9594242376297,Drake Powell,4745,{'channel_id': '1243819672957095936'},,4.0,b60665b0-b5f3-4662-b7f8-454def5886db,,,2005-09-08,True,,powell,,Drake Powell,255.0,0.0,4745,20003467.0,acbf6c3d-d745-4d51-aacd-3af1148d2ec8,,,,SF,,ACT,,[],20.0,,1762537507556.0,#drakepowell-NBA-BKN-4,4,Powell,,,195,,,nba,"['PG', 'SF', 'SG']",,BKN,,77,,North Carolina,drakepowell,Drake,Northwood (NC),PG,,6610.0,,drake,4.0,5037873,Drake Powell,0.0
164,Nolan Traoré,BKN,PG,19.4,2643.2577087480768,Nolan Traore,4742,{'channel_id': '1243819669844922368'},,4.0,4cee9366-c78d-4ae9-a04a-eb695ee2fac0,,,2006-05-28,True,,traore,,Nolan Traore,446.0,0.0,4742,20003473.0,45e0dc65-2f26-4444-94ce-66f918de8cf9,,,,PG,,ACT,,[],19.0,,1762284013923.0,#nolantraore-NBA-BKN-88,1,Traore,,,185,,,nba,"['PG', 'SG']",,BKN,,75,,,nolantraore,Nolan,,PG,,6587.0,,nolan,88.0,5279130,Nolan Traore,0.0
165,Jase Richardson,ORL,SG,20.1,2629.6424399883635,Jase Richardson,4765,{'channel_id': '1243819706591219712'},,3.0,3ac2181f-3bec-4ffc-809f-30f2357b36c1,,,2005-10-15,True,,richardson,,Jase Richardson,471.0,0.0,4765,20003456.0,00472d5d-df65-4e81-abb4-e88b02c71002,,,,SG,,ACT,,[],20.0,,1762317016710.0,#jaserichardson-NBA-ORL-11,7,Richardson,,,180,,,nba,"['PG', 'SG']",,ORL,,73,,Michigan State,jaserichardson,Jase,Christopher Columbus (FL),PG,,6545.0,,jase,11.0,5239561,Jase Richardson,0.0
166,Keisei Tominaga,IND,,24.8,2616.112533976233,Keisei Tominaga,2828,{'channel_id': '1115119076503465984'},,,00dcec69-10f8-40e3-836a-13908fee4eaf,,CF706134BCEA585D,2001-02-01,True,,tominaga,,Keisei Tominaga,,0.0,2828,,,,,,,,FA,,[],24.0,,1727466936835.0,#keiseitominaga-NBA-FA,6,Tominaga,,,178,,,nba,"['PG', 'SG']",,,,74,,Nebraska,keiseitominaga,Keisei,Sakuragaoka Gakuen (JPN),PG,,6403.0,,keisei,,,,
167,Cam Whitmore,WAS,"SF,PF",21.3,2602.6669269910453,Cam Whitmore,2573,{'channel_id': '1113936509506945024'},,3.0,aeba1657-a0df-427b-ba9a-6db9e9147304,,E96FBBC9B212,2004-07-08,True,,whitmore,,Cam Whitmore,162.0,2.0,2573,20003037.0,992529e1-8850-4ec0-a0c4-a8f63f525b2f,,,,PF,,ACT,,[],21.0,,1761836729532.0,#camwhitmore-NBA-WAS-1,1,Whitmore,,,230,,,nba,"['PF', 'SF']",,WAS,,78,1408228.0,Villanova,camwhitmore,Cam,Archbishop Spalding (MD),PF,,5934.0,,cam,1.0,5105592,Cam Whitmore,2.0
168,Eugene Omoruyi,MIN,"SF,PF",28.7,2589.3045750719375,Eugene Omoruyi,2336,{'channel_id': '1113936496877895680'},Finger,,7cb0e40c-85bf-4fb6-905e-37604cabc151,,909D4FE4E8CC,1997-02-14,True,,omoruyi,,Eugene Omoruyi,582.0,3.0,2336,,,,,,,,FA,,[],28.0,,1736698804055.0,#eugeneomoruyi-NBA-FA,6,Omoruyi,,,235,,DTD,nba,['SF'],,,,78,945123.0,Oregon,eugeneomoruyi,Eugene,Orangeville Prep (CAN),SF,,5372.0,,eugene,,4066410,Eugene Omoruyi,3.0
169,P.J. Washington,DAL,"SF,PF",27.2,2576.0244535314087,P.J. Washington,2029,{'channel_id': '1113936528536502272'},,1.0,6d7f4f2f-7ea7-4c56-8082-dfdce67f5487,,E0151FBECD29,1998-08-23,True,,washington,,P.J. Washington,119.0,6.0,2029,20002279.0,b382638b-047d-4e8b-84ec-31c3c0fa87db,,,,SF,,ACT,,[],27.0,,1762446604175.0,#pjwashington-NBA-DAL-25,3,Washington,,,230,,,nba,"['C', 'PF']",,DAL,,79,1067857.0,Kentucky,pjwashington,P.J.,Prime Prep (TX),PF,,4781.0,,pj,25.0,4278078,P.J. Washington,6.0
170,Dylan Windler,FA,SF,29.1,2562.825556483802,Dylan Windler,2005,{'channel_id': '1153292777820278784'},,,870310f0-9480-453a-8b33-a62f283c5eda,,E40D5479E964,1996-09-22,True,,windler,,Dylan Windler,508.0,3.0,2005,,,,,,,,FA,,[],29.0,,1724378453092.0,#dylanwindler-NBA-FA,5,Windler,,,196,,,nba,"['PF', 'SF', 'SG']",,,,79,895530.0,Belmont,dylanwindler,Dylan,Perry Meridian (IN),SF,,4810.0,,dylan,,,,
171,Chaz Lanier,DET,SG,23.9,2549.7068963881156,Chaz Lanier,4776,{'channel_id': '1244166976322940928'},,5.0,ac9f5700-2da0-4c7d-a031-ed1acf0d6581,,,2001-12-19,True,,lanier,,Chaz Lanier,309.0,0.0,4776,20003482.0,2d0fbc02-5133-41b7-9eac-83abfca3a748,,,,SG,,ACT,,[],23.0,,1760731559369.0,#chazlanier-NBA-DET-20,5,Lanier,,,206,,,nba,"['PG', 'SG']",,DET,,75,,Tennessee,chazlanier,Chaz,Ensworth (TN),PG,,6568.0,,chaz,20.0,4700852,Chaz Lanier,0.0
172,Trevelin Queen,ORL,"SG,SF",28.7,2536.6675036045963,Trevelin Queen,2174,{'channel_id': '1113936539169062912'},,,88005562-d747-4995-8bb7-de651d6c5bbc,,576ED97DC996,1997-02-25,True,,queen,,Trevelin Queen,454.0,4.0,2174,20002610.0,,,,,,,FA,,[],28.0,,1744432549253.0,#trevelinqueen-NBA-FA,0,Queen,,,190,,,nba,"['SF', 'SG']",,,,77,1138673.0,New Mexico State,trevelinqueen,Trevelin,North County (MD),SF,,5237.0,,trevelin,,4409222,Trevelin Queen,3.0
173,James Johnson,IND,PF,38.7,2523.7064259647086,James Johnson,1198,{'channel_id': '1124473338836557824'},,,1f0687ca-c8f2-4c71-8306-8a18cbf6cc60,,5211F5AEB287,1987-02-20,True,,johnson,,James Johnson,798.0,15.0,1198,20000464.0,,,,,,,FA,,[],38.0,,1747031729308.0,#jamesjohnson-NBA-FA,5,Johnson,,,240,,,nba,['PF'],,,,79,398037.0,Wake Forest,jamesjohnson,James,Cheyenne East (WY),PF,,3021.0,,james,,3999,James Johnson,15.0
174,Keon Ellis,SAC,"PG,SG",25.8,2510.8227283538745,Keon Ellis,2432,{'channel_id': '1113936535775870976'},,2.0,68a8c4ea-1d77-4a42-bea4-dbe9a162332a,,B01F873A4AFB,2000-01-08,True,,ellis,,Keon Ellis,447.0,3.0,2432,20002905.0,24c7e18f-1086-4b18-b37c-631d2c39e0e9,,,,PG,,ACT,,[],25.0,,1762418400246.0,#keonellis-NBA-SAC-23,2,Ellis,,,175,,,nba,"['PG', 'SG']",,SAC,,76,1231210.0,Alabama,keonellis,Keon,Leesburg (FL),PG,,5659.0,,keon,23.0,4702177,Keon Ellis,3.0
175,Ben Saraf,BKN,SG,19.6,2498.0154923066366,Ben Saraf,4746,{'channel_id': '1243819673846288384'},,3.0,bc86dba7-561a-4fa0-9639-83d50b2c29ba,,,2006-04-14,True,,saraf,,Ben Saraf,278.0,0.0,4746,20003475.0,0eec94b2-8a43-441a-a47d-42003c67fb93,,,,PG,,ACT,,[],19.0,,1762283713737.0,#bensaraf-NBA-BKN-77,2,Saraf,,,200,,,nba,"['PG', 'SG']",,BKN,,78,,,bensaraf,Ben,,PG,,6563.0,,ben,77.0,5242502,Ben Saraf,0.0
176,Yang Hansen,POR,C,20.4,2485.2838156137586,Yang Hansen,4763,{'channel_id': '1243819702816346112'},,4.0,c089cc76-e8a3-46cc-8691-3d4f28edc9bf,,,2005-06-26,True,,hansen,,Yang Hansen,178.0,0.0,4763,20003478.0,58da1241-7818-4d04-9629-2a5a5795c5fa,,,,C,,ACT,,[],20.0,,1762313116323.0,#yanghansen-NBA-POR-16,3,Hansen,,,270,,,nba,['C'],,POR,,85,,,yanghansen,Yang,,C,,6617.0,,yang,16.0,5217746,Yang Hansen,0.0
177,Asa Newell,ATL,PF,20.1,2472.626811940838,Asa Newell,4749,{'channel_id': '1243819680263573504'},,3.0,820a9363-1ad3-46a0-b577-2588f85b27f2,,,2005-10-05,True,,newell,,Asa Newell,355.0,0.0,4749,20003460.0,bbee4cc1-3ac7-448a-b2aa-ad1b692d83a6,,,,PF,,ACT,,[],20.0,,1762358419883.0,#asanewell-NBA-ATL-14,7,Newell,,,220,,,nba,"['PF', 'SF']",,ATL,,82,,Georgia,asanewell,Asa,Montverde Academy (FL),PF,,6561.0,,asa,14.0,4873201,Asa Newell,0.0
178,Jordan Miller,LAC,SF,25.8,2460.0436104580385,Jordan Miller,2610,{'channel_id': '1113936520865120256'},Hamstring,5.0,9f25f9f8-6028-4f4b-8e05-48b43272c167,,0A8DAB8A7436,2000-01-23,True,,miller,,Jordan Miller,662.0,2.0,2610,20003082.0,,,,,SG,Soreness,TWO-WAY,,[],25.0,,1762565153574.0,#jordanmiller-NBA-LAC-22,7,Miller,,,194,,Out,nba,"['SF', 'SG']",,LAC,,77,1134092.0,Miami (FL),jordanmiller,Jordan,Valley (VA),SF,,6018.0,,jordan,22.0,4396818,Jordan Miller,2.0
179,Santi Aldama,MEM,"PF,C",24.8,2447.5333554805584,Santi Aldama,2281,{'channel_id': '1113936504473780224'},,2.0,266cd359-f378-45c6-957e-6e21378e5219,,1DFACC3804CE,2001-01-10,True,,aldama,,Santi Aldama,100.0,4.0,2281,20002709.0,bea22e75-78de-4403-98b8-953d4a69aed4,,,,PF,,ACT,,[],24.0,,1762479002519.0,#santialdama-NBA-MEM-7,3,Aldama,,,215,,,nba,"['C', 'PF']",,MEM,,84,1177024.0,Loyola (MD),santialdama,Santi,Canterbury Academy (ESP),PF,,5428.0,,santi,7.0,4593125,Santi Aldama,4.0
180,Ayo Dosunmu,CHI,"SG,SF",25.8,2435.095206119475,Ayo Dosunmu,2255,{'channel_id': '1113936486698319872'},,2.0,f8a7e4c7-d60e-4751-9203-30a772dd9272,,261FA9507199,2000-01-17,True,,dosunmu,,Ayo Dosunmu,151.0,4.0,2255,20002674.0,930f19e3-6885-4738-9dae-484cb321f64f,,,,SF,,ACT,,[],25.0,,1762561253700.0,#ayodosunmu-NBA-CHI-11,0,Dosunmu,,,200,,,nba,"['PG', 'SF', 'SG']",,CHI,,76,1133782.0,Illinois,ayodosunmu,Ayo,Morgan Park (IL),SG,,5337.0,,ayo,11.0,4397002,Ayo Dosunmu,4.0
181,James Bouknight,FA,SG,25.1,2422.728335942553,James Bouknight,2273,{'channel_id': '1153293112068558848'},,,657adf7e-101e-495f-8e37-3790c37f39fd,,B94AC60598ED,2000-09-18,True,,bouknight,,James Bouknight,,2.0,2273,,,,,,,,FA,,[],25.0,,1752805846018.0,#jamesbouknight-NBA-FA,2,Bouknight,,,190,,,nba,"['PG', 'SG']",,,,76,1182632.0,UConn,jamesbouknight,James,MacDuffie School (MA),SG,,5383.0,,james,,,,
182,Danny Green,FA,SG,38.4,2410.431932644773,Danny Green,1296,{'channel_id': '1153292245227556864'},,,478e5e20-5d59-402f-a901-b8e78f3e9508,,,1987-06-22,False,,green,,Danny Green,,14.0,1296,,,,,,,,RET,,[],38.0,,1728582660741.0,#dannygreen-NBA-FA,2,Green,,,215,,,nba,"['PF', 'SF']",,,,78,295922.0,North Carolina,dannygreen,Danny,St. Mary's (NY),SF,,3051.0,,danny,,,,
183,Reggie Bullock,FA,"SF,PF",34.6,2398.205197728137,Reggie Bullock,1333,{'channel_id': '1153292927967973376'},,,42fa4c2c-6520-4d04-a753-cfe4a5c5e2e1,,A64C4932AE27,1991-03-16,True,,bullock,,Reggie Bullock,628.0,10.0,1333,,,,,,,,FA,,[],34.0,,1719769259510.0,#reggiebullock-NBA-FA,3,Bullock,,,205,,,nba,"['PF', 'SF', 'SG']",,,,78,552335.0,North Carolina,reggiebullock,Reggie,Kinston (NC),SF,,3458.0,,reggie,,,,
184,Evan Fournier,FA,"SG,SF",33.0,2386.0473461905385,Evan Fournier,1475,{'channel_id': '1153292558068109312'},,,b736d95c-8474-48b2-9000-24ce926eace3,,00931AC5DCE0,1992-10-29,True,,fournier,,Evan Fournier,,11.0,1475,,,,,,,,FA,,[],33.0,,1725293425648.0,#evanfournier-NBA-FA,5,Fournier,,,205,,,nba,"['SF', 'SG']",,,,78,659767.0,,evanfournier,Evan,INSEP (FRA),SG,,3317.0,,evan,,,,
185,Mamadi Diakite,PHO,PF,28.8,2373.9576062233227,Mamadi Diakite,2197,{'channel_id': '1113936488321515520'},,,c258dbfb-74dc-4222-a07b-f906370e945f,,B904B59F7593,1997-01-21,True,,diakite,,Mamadi Diakite,,4.0,2197,,,,,,,,FA,,[],28.0,,1757967934036.0,#mamadidiakite-NBA-FA,0,Diakite,,,228,,,nba,['C'],,,,81,899858.0,Virginia,mamadidiakite,Mamadi,Blue Ridge School (VA),C,,5203.0,,mamadi,,,,
186,Lindy Waters III,SA,"SG,SF",28.3,2361.935218917275,Lindy Waters,2408,{'channel_id': '1113936493199491072'},,4.0,80328aab-9ce6-49c8-b3f2-f5bf73cdf319,,9E581EF2DD8C,1997-07-28,True,,waters,,Lindy Waters,660.0,4.0,2408,20002859.0,74621b0e-0eda-4474-838c-3e669d032ebf,,,,SF,,ACT,,[],28.0,,1762458004565.0,#lindywaters-NBA-SAS-43,6,Waters,,,210,,,nba,"['PF', 'SF']",,SAS,,77,944248.0,Oklahoma State,lindywaters,Lindy,Norman North (OK),SF,,5610.0,,lindy,43.0,4066317,Lindy Waters III,4.0
187,Justin Edwards,PHI,SF,21.9,2349.9794379767627,Justin Edwards,2748,{'channel_id': '1113936494394867712'},,2.0,41ed1b83-4a60-4d43-b985-3c8d239d4da6,,AF84A76C7608,2003-12-16,True,,edwards,,Justin Edwards,290.0,1.0,2748,20003209.0,9b80ae56-086e-42ad-9d22-f4e5af386852,,,,SF,,ACT,,[],21.0,,1762446004063.0,#justinedwards-NBA-PHI-11,4,Edwards,,,203,,,nba,"['PF', 'SF']",,PHI,,79,1465002.0,Kentucky,justinedwards,Justin,Imhotep Institute (PA),PF,,6274.0,,justin,11.0,4711297,Justin Edwards,1.0
188,Will Riley,WAS,SF,19.7,2338.089529441744,Will Riley,4739,{'channel_id': '1243819664685928448'},,5.0,584a8771-ee79-4957-89f1-a2b0638c497a,,,2006-02-10,True,,riley,,Will Riley,311.0,0.0,4739,20003457.0,e601299b-d9a4-4cd1-b86b-58e47670cfe6,,,,PF,,ACT,,[],19.0,,1762272612912.0,#willriley-NBA-WAS-27,4,Riley,,,180,,,nba,"['PF', 'SF']",,WAS,,81,,Illinois,willriley,Will,The Phelps School (PA),PF,,6588.0,,will,27.0,5144126,Will Riley,0.0
189,Jack McVeigh,HOU,,29.4,2326.2647714173945,Jack McVeigh,2830,{'channel_id': '1118750672741744640'},,,3ca39c51-c053-4e8e-a492-4abf0ef83fe4,,A5B59B92B156,1996-06-27,True,,mcveigh,,Jack McVeigh,973.0,1.0,2830,20003425.0,,,,,,,FA,,[],29.0,,1752798345619.0,#jackmcveigh-NBA-FA,4,McVeigh,,,215,,,nba,['PF'],,,,80,882431.0,Nebraska,jackmcveigh,Jack,Australian Institute of Sport (AUS),PF,,4422.0,,jack,,3911893,Jack McVeigh,0.0
190,Joshua Primo,FA,SG,22.9,2314.504453811105,Joshua Primo,2287,{'channel_id': '1147658708604420096'},,,b9901d15-7253-4654-a4c3-5ab9fea39f7c,,AC9ECA6192FA,2002-12-24,True,,primo,,Joshua Primo,675.0,2.0,2287,,,,,,,,FA,,[],22.0,,1728374129016.0,#joshuaprimo-NBA-FA,6,Primo,,,189,,,nba,"['SF', 'SG']",,,,76,1231214.0,Alabama,joshuaprimo,Joshua,Royal Crown (CAN),SF,,5405.0,,joshua,,,,
191,Nate Williams,HOU,"SG,SF",26.7,2302.807878076599,Nate Williams,2543,{'channel_id': '1113936509733437440'},,,b83048ff-1e71-46fa-b49c-0b04a72cc4a1,,7EADC30CDAFA,1999-02-12,True,,williams,,Nate Williams,,3.0,2543,20002948.0,,,,,,,FA,,[],26.0,,1760809805369.0,#natewilliams-NBA-FA,4,Williams,,,205,,,nba,"['PG', 'SF', 'SG']",,,,77,1138994.0,Buffalo,natewilliams,Nate,Prolific Prep (CA),PG,,5777.0,,nate,,4397821,Nate Williams,3.0
192,Noah Clowney,BKN,"PF,C",21.3,2291.1743569649534,Noah Clowney,2571,{'channel_id': '1113936502556983296'},,1.0,dbf9e1f5-7573-4c24-992a-04ea080c61e1,,1F17DCEEADDC,2004-07-14,True,,clowney,,Noah Clowney,591.0,2.0,2571,20003046.0,4fd1dde0-5e9d-4a62-b083-9cefea82b869,,,,PF,,ACT,,[],21.0,,1762569054730.0,#noahclowney-NBA-BKN-21,5,Clowney,,,210,,,nba,"['C', 'PF']",,BKN,,82,1401380.0,Alabama,noahclowney,Noah,Dorman (SC),PF,,5901.0,,noah,21.0,4712896,Noah Clowney,2.0
193,Jeremy Sochan,SA,"PF,C",22.5,2279.6032142822987,Jeremy Sochan,2451,{'channel_id': '1113936516159111168'},,2.0,4d9e0abc-05aa-45de-be32-b0770697416a,,80FFC6ED3456,2003-05-20,True,,sochan,,Jeremy Sochan,148.0,3.0,2451,20002881.0,02cf3212-1a0f-4774-836e-26e85b903c14,,,,PF,,ACT,,[],22.0,,1762560354133.0,#jeremysochan-NBA-SAS-10,0,Sochan,,,230,,,nba,"['C', 'PF', 'SF']",,SAS,,80,1342728.0,Baylor,jeremysochan,Jeremy,La Lumiere School (IN),PF,,5702.0,,jeremy,10.0,4610139,Jeremy Sochan,3.0
194,Collin Sexton,CHA,"PG,SG",26.8,2268.093784653971,Collin Sexton,1892,{'channel_id': '1113936523436228608'},Neck,1.0,80b5cccf-203b-4482-92aa-76d1598216be,,5EBE7BC13617,1999-01-04,True,,sexton,,Collin Sexton,126.0,7.0,1892,20001997.0,ea5c84e5-a9cf-48d2-8057-e57ce9ea2387,,,,SG,,ACT,,[],26.0,,1762561253771.0,#collinsexton-NBA-CHA-8,3,Sexton,,,190,,Out,nba,"['PG', 'SG']",,CHA,,75,1061642.0,Alabama,collinsexton,Collin,Pebblebrook (GA),SG,,4412.0,,collin,8.0,4277811,Collin Sexton,7.0
