Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position
Naji Marshall,2233,nba,13.0,True,SF,26.0,1998-01-24,ACT,,4.0,2.0,79,225,Xavier,DAL,SF
Garrett Temple,1124,nba,17.0,True,SG,38.0,1986-05-08,ACT,,14.0,7.0,77,195,LSU,TOR,SG
Devin Harris,1393,nba,,True,,41.0,1983-02-27,FA,,15.0,,75,185,Wisconsin,,PG
Shareef O'Neal,2418,nba,,True,,24.0,2000-01-11,FA,,1.0,,82,225,LSU,,PF
Jordan Nwora,2153,nba,,True,,26.0,1998-09-09,FA,,3.0,,80,225,Louisville,,SF
Xavier Tillman,2163,nba,26.0,True,C,25.0,1999-01-12,ACT,,4.0,5.0,80,250,Michigan State,BOS,C
Jonas Jerebko,1133,nba,,True,,37.0,1987-03-02,FA,,9.0,,82,231,,,PF
Troy Daniels,1234,nba,,True,,33.0,1991-07-15,FA,,7.0,,76,200,VCU,,SG
Isaiah Hicks,1758,nba,,True,,30.0,1994-07-24,FA,,1.0,,81,230,North Carolina,,PF
Keegan Murray,2456,nba,13.0,True,PF,24.0,2000-08-19,ACT,,2.0,1.0,80,215,Iowa,SAC,PF
Tahjere McCall,1918,nba,,True,,30.0,1994-08-17,FA,,1.0,,77,190,Tennessee State,,SG
Josh Okogie,1920,nba,2.0,True,SF,26.0,1998-09-01,ACT,,6.0,3.0,76,212,Georgia Tech,PHX,SF
Antawn Jamison,1338,nba,,False,,48.0,1976-06-12,RET,,16.0,,81,235,North Carolina,,PF
Trent Forrest,2171,nba,,True,,26.0,1998-06-12,FA,,3.0,,76,210,Florida State,,SF
Johnny Hamilton,2366,nba,,True,,30.0,1994-02-03,FA,,1.0,,84,230,Texas-Arlington,,C
Marcus Zegarowski,2279,nba,,True,,26.0,1998-08-03,FA,,1.0,,74,181,Creighton,,PG
Darrell Arthur,1476,nba,,True,,36.0,1988-03-25,FA,,9.0,,81,235,Kansas,,PF
A.J. Reeves,2542,nba,,True,,25.0,1999-06-04,FA,,1.0,,78,205,Providence,,PG
Draymond Green,1082,nba,23.0,True,PF,34.0,1990-03-04,ACT,,12.0,1.0,78,235,Michigan State,GSW,PF
Ray Allen,1365,nba,,False,,49.0,1975-07-20,RET,,18.0,,77,205,UConn,,SG
Roy Hibbert,1062,nba,,False,,37.0,1986-12-11,RET,,9.0,,86,270,Georgetown,,C
Eric Maynor,1110,nba,,False,,37.0,1987-06-11,RET,,5.0,,75,175,VCU,,PG
Isaiah Stevens,2825,nba,,True,,24.0,2000-11-01,FA,,0.0,,72,185,Colorado State,,PG
Andre Miller,1122,nba,,False,,48.0,1976-03-19,RET,,17.0,,74,200,Utah,,PG
Hunter Tyson,2618,nba,5.0,True,PF,24.0,2000-06-13,ACT,,1.0,2.0,80,215,Clemson,DEN,PF
Quentin Grimes,2258,nba,5.0,True,SG,24.0,2000-05-08,ACT,,3.0,2.0,77,210,Houston,DAL,SG
Dalton Knecht,2709,nba,4.0,True,SG,23.0,2001-04-19,ACT,,0.0,1.0,78,215,Tennessee,LAL,PG
Christian Terrell,2795,nba,,True,,27.0,1997-07-28,FA,,0.0,,77,200,Sacramento State,,PG
Trey Burke,1352,nba,,True,,32.0,1992-11-12,FA,,9.0,,72,185,Michigan,,PG
Bennie Boatwright,2242,nba,,True,,28.0,1996-07-13,FA,,1.0,,82,227,USC,,PF
Vernon Carey,2129,nba,,True,,23.0,2001-02-25,FA,,2.0,,82,270,Duke,,C
Briante Weber,1617,nba,,True,,31.0,1992-12-29,FA,,3.0,,74,170,VCU,,PG
A.J. Price,1181,nba,,False,,38.0,1986-10-07,RET,,6.0,,74,195,UConn,,PG
RaeQuan Battle,2786,nba,21.0,True,,23.0,2001-02-19,FA,,0.0,,77,190,West Virginia,,PG
Ronny Turiaf,1188,nba,,False,,41.0,1983-01-13,RET,,10.0,,82,249,Gonzaga,,C
Moses Wood,2850,nba,,True,,25.0,1999-05-03,FA,,0.0,,80,210,Washington,,PF
Jeremy Sochan,2451,nba,10.0,True,C,21.0,2003-05-20,ACT,,2.0,5.0,80,230,Baylor,SAS,PF
Carlos Delfino,1382,nba,,False,,42.0,1982-08-29,RET,,8.0,,78,230,,,SG
Miller Kopp,2865,nba,,True,,26.0,1998-11-24,FA,,0.0,,79,220,Indiana,,PF
Royal Ivey,1437,nba,,False,,42.0,1981-12-20,RET,,10.0,,76,215,Texas,,PG
Quenton Jackson,2521,nba,29.0,True,SF,26.0,1998-09-15,TWO-WAY,,2.0,2.0,77,175,Texas A&M,IND,PG
Rayjon Tucker,2078,nba,,True,,27.0,1997-09-24,FA,,1.0,,75,209,Little Rock,,SG
Reggie Hearn,1778,nba,,True,,33.0,1991-08-14,FA,,1.0,,77,210,Northwestern,,SG
Alperen Sengun,2308,nba,28.0,True,C,22.0,2002-07-25,ACT,,3.0,1.0,83,255,,HOU,C
Devontae Cacok,2045,nba,,True,,28.0,1996-10-08,FA,,2.0,,79,240,North Carolina-Wilmington,,PF
Davis Bertans,1714,nba,,True,,32.0,1992-11-12,FA,,7.0,,82,225,,,PF
Chima Moneke,2501,nba,,True,,28.0,1995-12-24,FA,,1.0,,77,223,UC Davis,,PF
Ja'Kobe Walter,2723,nba,14.0,True,SG,20.0,2004-09-04,ACT,,0.0,5.0,76,198,Baylor,TOR,PG
Ed Davis,1204,nba,,True,,35.0,1989-06-05,FA,,12.0,,81,218,North Carolina,,PF
Corey Kispert,2266,nba,24.0,True,SF,25.0,1999-03-03,ACT,,3.0,2.0,78,224,Gonzaga,WAS,SF
Byron Mullens,1111,nba,,False,,35.0,1989-02-14,RET,,5.0,,84,275,Ohio State,,C
Aaron Jackson,1805,nba,,True,,38.0,1986-05-06,FA,,1.0,,75,183,Duquesne,,PG
E'Twaun Moore,1484,nba,,True,,35.0,1989-02-25,FA,,10.0,,75,191,Purdue,,SG
Frank Mason,1870,nba,,True,,30.0,1994-04-03,FA,,4.0,,71,190,Kansas,,PG
Trevon Duval,1935,nba,,True,,26.0,1998-08-03,FA,,1.0,,74,189,Duke,,PG
Derrick White,1830,nba,9.0,True,SG,30.0,1994-07-02,ACT,,7.0,1.0,76,200,Colorado,BOS,SG
Jordan Ford,2230,nba,,True,,26.0,1998-05-26,FA,,2.0,,73,175,Saint Mary's,,PG
Malcolm Thomas,1299,nba,,True,,36.0,1988-11-08,FA,,4.0,,81,224,San Diego State,,PF
Davion Mitchell,2301,nba,45.0,True,PG,26.0,1998-09-05,ACT,,3.0,2.0,72,202,Baylor,TOR,PG
Amida Brimah,2206,nba,,True,,30.0,1994-02-11,FA,,1.0,,82,230,UConn,,C
Kevin Pangos,2354,nba,,True,,31.0,1993-01-26,FA,,1.0,,73,179,Gonzaga,,SG
Alexey Shved,1184,nba,,True,,35.0,1988-12-16,FA,,3.0,,78,187,,,PG
Louis King,2024,nba,,True,,25.0,1999-04-06,FA,,3.0,,79,205,Oregon,,SF
Charles Matthews,2208,nba,,True,,28.0,1996-11-15,FA,,1.0,,78,205,Michigan,,SG
Ricky Council,2624,nba,14.0,True,SG,23.0,2001-08-03,ACT,,1.0,3.0,78,207,Arkansas,PHI,PG
Tyrell Terry,2154,nba,,False,,24.0,2000-09-28,RET,,2.0,,74,160,Stanford,,PG
Delon Wright,1636,nba,55.0,True,PG,32.0,1992-04-26,ACT,,9.0,2.0,77,185,Utah,MIL,PG
Nathan Mensah,2665,nba,,True,,26.0,1998-04-09,FA,,2.0,,81,230,San Diego State,,PF
Ryan Gomes,1430,nba,,False,,42.0,1982-09-01,RET,,8.0,,79,245,Providence,,SF
Johnny Furphy,2744,nba,12.0,True,SF,19.0,2004-12-07,ACT,,0.0,3.0,81,189,Kansas,IND,PG
Kevin Seraphin,1123,nba,,True,,34.0,1989-12-07,FA,,7.0,,82,278,,,PF
Cedi Osman,1762,nba,,True,,29.0,1995-04-08,FA,,6.0,,79,230,,,SF
Cole Anthony,2165,nba,50.0,True,PG,24.0,2000-05-15,ACT,,4.0,3.0,74,185,North Carolina,ORL,PG
Hassani Gravett,2351,nba,,True,,28.0,1996-07-16,FA,,1.0,,74,188,South Carolina,,PG
Kevin Obanor,2660,nba,,True,,25.0,1999-06-12,FA,,1.0,,80,235,Texas Tech,,SF
Grayson Murphy,2803,nba,,True,,25.0,1999-02-04,FA,,0.0,,75,190,Belmont,,PG
Jeremiah Tilmon,2380,nba,,True,,26.0,1998-11-25,FA,,1.0,,82,260,Missouri,,C
Olivier Sarr,2402,nba,,True,,25.0,1999-02-20,FA,,2.0,,82,240,Kentucky ,,C
Jamal Shead,2764,nba,23.0,True,PG,22.0,2002-07-24,ACT,,0.0,3.0,72,201,Houston,TOR,PG
David Nwaba,1699,nba,,True,,31.0,1993-01-14,FA,,6.0,,77,219,Cal Poly,,SF
Sasha Kaun,1593,nba,,False,,39.0,1985-05-08,RET,,1.0,,83,250,Kansas,,C
Robert Williams,1950,nba,35.0,True,PF,27.0,1997-10-17,ACT,,6.0,2.0,81,249,Texas A&M,POR,C
Kobi Simmons,1795,nba,,True,,27.0,1997-07-04,FA,,2.0,,77,180,Arizona,,PG
Kadeem Allen,1827,nba,,True,,31.0,1993-01-15,FA,,2.0,,73,200,Arizona,,SG
Okaro White,1723,nba,,True,,32.0,1992-08-13,FA,,2.0,,80,205,Florida State,,SF
Dusty Hannahs,1927,nba,,True,,31.0,1993-09-02,FA,,2.0,,76,195,Arkansas,,SG
Ben Sheppard,2562,nba,26.0,True,PG,23.0,2001-07-16,ACT,,1.0,5.0,78,200,Belmont,IND,PG
D'Angelo Russell,1621,nba,1.0,True,PG,28.0,1996-02-23,ACT,,9.0,2.0,75,200,Ohio State,LAL,PG
Reed Sheppard,2719,nba,15.0,True,PG,20.0,2004-06-24,ACT,,0.0,2.0,75,182,Kentucky,HOU,PG
Jonah Bolden,1902,nba,,True,,28.0,1996-01-02,FA,,1.0,,80,225,UCLA,,PF
Mfiondu Kabengele,2073,nba,,True,,27.0,1997-08-14,FA,,2.0,,82,250,Florida State,,PF
Eric Paschall,2014,nba,,True,,28.0,1996-11-04,FA,,3.0,,78,255,Villanova,,PF
Nikola Mirotic,1493,nba,,True,,33.0,1991-02-11,FA,,5.0,,82,250,,,PF
Jerami Grant,1512,nba,9.0,True,PF,30.0,1994-03-12,ACT,,10.0,1.0,79,210,Syracuse,POR,PF
Anthony Lamb,2195,nba,,True,,26.0,1998-01-20,FA,,2.0,,78,227,Vermont,,SF
Jarrell Brantley,2079,nba,,True,,28.0,1996-06-07,FA,,2.0,,77,250,Charleston,,PF
Dairis Bertans,1948,nba,,True,,35.0,1989-09-09,FA,,1.0,,76,183,,,PG
Gordon Hayward,1357,nba,,False,,34.0,1990-03-23,RET,,13.0,,79,225,Butler,,SF
Julian Washburn,1923,nba,,True,,32.0,1991-12-18,FA,,1.0,,80,210,UTEP,,SG
Angel Delgado,1956,nba,,True,,30.0,1994-11-20,FA,,1.0,,82,245,Seton Hall,,C
Tyler Polley,2849,nba,,True,,25.0,1999-04-07,FA,,0.0,,81,215,UConn,,SF
Nuni Omot,2528,nba,,True,,30.0,1994-10-03,FA,,1.0,,81,200,Baylor,,SF
Marcus Thornton,1179,nba,,True,,37.0,1987-06-05,FA,,8.0,,76,205,LSU,,SG
Zaza Pachulia,1377,nba,,False,,40.0,1984-02-10,RET,,16.0,,83,270,,,C
Brandan Wright,1401,nba,,True,,37.0,1987-10-05,FA,,10.0,,82,235,North Carolina,,PF
Kevon Looney,1598,nba,5.0,True,C,28.0,1996-02-06,ACT,,9.0,2.0,81,249,UCLA,GSW,C
Marcus Foster,2388,nba,,True,,29.0,1995-06-03,FA,,1.0,,75,205,Creighton,,SG
Anthony Barber,2394,nba,,True,,30.0,1994-07-25,FA,,1.0,,74,180,North Carolina State,,PG
Jordan Loyd,1954,nba,,True,,31.0,1993-07-27,FA,,1.0,,76,210,Indianapolis,,PG
Cassius Winston,2158,nba,,True,,26.0,1998-02-28,FA,,1.0,,73,185,Michigan State,,PG
Amile Jefferson,1789,nba,,False,,31.0,1993-05-07,RET,,2.0,,81,222,Duke,,PF
Souley Boum,2648,nba,,True,,25.0,1999-01-26,FA,,1.0,,75,175,Xavier,,PG
JaQuori McLaughlin,2349,nba,,True,,26.0,1998-01-29,FA,,1.0,,76,190,UC Santa Barbara,,PG
Awudu Abass,2510,nba,,True,,31.0,1993-01-27,FA,,1.0,,78,220,,,PF
Zach LaVine,1526,nba,8.0,True,SF,29.0,1995-03-10,ACT,,10.0,1.0,77,200,UCLA,CHI,SG
Spencer Dinwiddie,1516,nba,26.0,True,PG,31.0,1993-04-06,ACT,,10.0,3.0,77,215,Colorado,DAL,SG
C.J. Wilcox,1553,nba,,True,,33.0,1990-12-30,FA,,3.0,,77,195,Washington,,SG
Isaac Okoro,2120,nba,35.0,True,SF,23.0,2001-01-26,ACT,,4.0,1.0,77,225,Auburn,CLE,SG
Jock Landale,2317,nba,2.0,True,C,29.0,1995-10-25,ACT,,3.0,3.0,83,255,Saint Mary's,HOU,C
Archie Goodwin,1417,nba,,True,,30.0,1994-08-17,FA,,4.0,,77,205,Kentucky,,SG
Erick Green,1582,nba,,True,,33.0,1991-05-09,FA,,2.0,,76,185,Virginia Tech,,PG
Glen Davis,1341,nba,,True,,38.0,1986-01-01,FA,,8.0,,81,289,LSU,,PF
Cody Demps,1984,nba,,True,,30.0,1993-12-02,FA,,1.0,,76,195,Sacramento State,,SG
Darin Green,2809,nba,,True,,23.0,2001-01-15,FA,,0.0,,77,195,Florida State,,SG
Ronald Roberts,1514,nba,,True,,33.0,1991-08-05,FA,,1.0,,80,225,Saint Joseph's,,PF
Gabe Vincent,2084,nba,7.0,True,SG,28.0,1996-06-14,ACT,,5.0,2.0,74,204,UC Santa Barbara,LAL,PG
Denzel Valentine,1662,nba,,True,,31.0,1993-11-16,FA,,5.0,,76,220,Michigan State,,SG
Dyson Daniels,2449,nba,5.0,True,SG,21.0,2003-03-17,ACT,,2.0,1.0,79,199,,ATL,PG
Will Bynum,1134,nba,,False,,41.0,1983-01-04,RET,,8.0,,72,185,Georgia Tech,,PG
Jalen Suggs,2305,nba,4.0,True,PG,23.0,2001-06-03,ACT,,3.0,1.0,77,205,Gonzaga,ORL,SG
Sebastian Telfair,1575,nba,,False,,39.0,1985-06-09,RET,,10.0,,72,170,,,PG
Royce O'Neale,1841,nba,0.0,True,SF,31.0,1993-06-05,ACT,,7.0,2.0,78,220,Baylor,PHX,SF
Justin Hamilton,1161,nba,,True,,34.0,1990-04-01,FA,,3.0,,84,260,LSU,,C
Tristan Enaruna,2840,nba,,True,,23.0,2001-06-26,FA,,0.0,,80,220,Cleveland State,,SF
Jalen Jones,1817,nba,,True,,31.0,1993-05-27,FA,,2.0,,79,220,Texas A&M,,SF
Evan Mobley,2259,nba,4.0,True,PF,23.0,2001-06-18,ACT,,3.0,1.0,83,215,USC,CLE,C
Yuki Kawamura,2859,nba,17.0,True,PG,23.0,2001-05-02,TWO-WAY,,0.0,5.0,68,159,,MEM,PG
Ersan Ilyasova,1386,nba,,True,,37.0,1987-05-15,FA,,13.0,,81,235,,,PF
Trey Woodbury,2817,nba,,True,,25.0,1999-09-17,FA,,0.0,,76,200,Utah Valley,,PG
Dejounte Murray,1713,nba,5.0,True,PG,28.0,1996-09-19,ACT,,7.0,1.0,77,180,Washington,NOP,PG
Adonis Arms,2532,nba,,True,,26.0,1998-06-26,FA,,1.0,,78,205,Texas Tech,,PF
Mike Miles,2625,nba,,True,,22.0,2002-08-24,FA,,1.0,,74,195,TCU,,PG
Emeka Okafor,1418,nba,,False,,42.0,1982-09-28,RET,,10.0,,82,255,UConn,,C
Talen Horton-Tucker,2043,nba,22.0,True,SF,24.0,2000-11-25,ACT,,5.0,4.0,76,234,Iowa State,CHI,SG
C.J. Williams,1835,nba,,True,,34.0,1990-02-06,FA,,2.0,,77,234,North Carolina State,,SG
Jalen Smith,2156,nba,7.0,True,C,24.0,2000-03-16,ACT,,4.0,2.0,81,215,Maryland,CHI,PF
Henry Ellenson,1685,nba,,True,,27.0,1997-01-13,FA,,4.0,,82,240,Marquette,,PF
Noah Vonleh,1518,nba,,True,,29.0,1995-08-24,FA,,7.0,,82,257,Indiana,,PF
Tim Hardaway,1029,nba,8.0,True,SF,32.0,1992-03-16,ACT,,11.0,1.0,77,205,Michigan,DET,SG
Kyler Edwards,2523,nba,,True,,25.0,1999-05-03,FA,,1.0,,76,205,Houston,,PG
D.J. Stephens,1391,nba,,True,,33.0,1990-12-19,FA,,2.0,,77,188,Memphis,,SG
Juan Toscano-Anderson,2111,nba,,True,,31.0,1993-04-10,FA,,3.0,,78,209,Marquette,,SF
JJ Redick,1343,nba,,False,,40.0,1984-06-24,RET,,15.0,,75,200,Duke,,SG
Karim Mane,2205,nba,,True,,24.0,2000-05-16,FA,,1.0,,75,190,Vanier (CAN),,PG
Grant Riller,2130,nba,,True,,27.0,1997-02-08,FA,,1.0,,74,190,Charleston,,SG
Joe Young,1597,nba,,True,,32.0,1992-06-27,FA,,3.0,,74,185,Oregon,,PG
Tibor Pleiss,1642,nba,,True,,35.0,1989-11-02,FA,,1.0,,86,269,,,C
Timothe Luwawu-Cabarrot,1675,nba,,True,,29.0,1995-05-09,FA,,6.0,,79,210,,,SF
KJ Simpson,2751,nba,25.0,True,PG,22.0,2002-08-08,TWO-WAY,,0.0,4.0,74,189,Colorado,CHA,PG
Justin Harper,1607,nba,,False,,35.0,1989-08-30,RET,,3.0,,81,225,Richmond,,SF
Patricio Garino,1750,nba,,True,,31.0,1993-05-17,FA,,1.0,,78,210,George Washington,,SG
Precious Achiuwa,2152,nba,5.0,True,C,25.0,1999-09-19,ACT,,4.0,4.0,80,243,Memphis,NYK,C
RJ Barrett,2001,nba,9.0,True,SF,24.0,2000-06-14,ACT,,5.0,1.0,78,214,Duke,TOR,SF
Jaedon LeDee,2847,nba,,True,,25.0,1999-07-25,FA,,0.0,,81,240,San Diego State,,SF
Ausar Thompson,2566,nba,9.0,True,SF,21.0,2003-01-30,ACT,,1.0,2.0,78,205,,DET,PG
Ivica Zubac,1697,nba,40.0,True,C,27.0,1997-03-18,ACT,,8.0,1.0,84,240,,LAC,C
Jalen Wilson,2600,nba,22.0,True,SF,24.0,2000-11-04,ACT,,1.0,2.0,78,220,Kansas,BKN,PF
Zhaire Smith,1898,nba,,True,,25.0,1999-06-04,FA,,2.0,,75,205,Texas Tech,,SG
Kira Lewis,2140,nba,,True,,23.0,2001-04-06,FA,,4.0,,73,170,Alabama,,PG
Gian Clavell,1853,nba,,True,,31.0,1993-11-26,FA,,1.0,,76,185,Colorado State,,SG
Pero Antic,1249,nba,,False,,42.0,1982-07-29,RET,,2.0,,83,260,,,PF
Xavier Rathan-Mayes,1791,nba,,True,,30.0,1994-04-29,FA,,1.0,,76,208,Xavier,,PG
Juan Nunez,2760,nba,,True,,20.0,2004-06-04,FA,,0.0,,76,175,,,PG
Donta Hall,2113,nba,,True,,27.0,1997-08-07,FA,,2.0,,82,230,Alabama,,PF
Kyrie Irving,1054,nba,11.0,True,SG,32.0,1992-03-23,ACT,,13.0,1.0,74,191,Duke,DAL,PG
Daeqwon Plowden,2514,nba,29.0,True,,26.0,1998-08-29,FA,,1.0,,78,216,Bowling Green,,PG
Jamil Wilson,1836,nba,,True,,34.0,1990-11-21,FA,,1.0,,79,229,Marquette,,SF
Sekou Doumbouya,2026,nba,,True,,23.0,2000-12-23,FA,,2.0,,80,230,,,PF
Bol Bol,2105,nba,11.0,True,PF,25.0,1999-11-16,ACT,,5.0,5.0,86,220,Oregon,PHX,PF
Jabari Walker,2477,nba,34.0,True,PF,22.0,2002-07-30,ACT,,2.0,4.0,79,227,Colorado,POR,PF
Tyler Kolek,2742,nba,13.0,True,PG,23.0,2001-03-27,ACT,,0.0,3.0,75,195,Marquette,NYK,PG
Nick Richards,2141,nba,4.0,True,C,27.0,1997-11-29,ACT,,4.0,1.0,84,245,Kentucky,CHA,C
Trey McKinney-Jones,1768,nba,,True,,34.0,1990-08-27,FA,,0.0,,77,220,Miami (FL),,SG
Nik Stauskas,1577,nba,,True,,31.0,1993-10-07,FA,,6.0,,78,205,Michigan,,SF
Furkan Korkmaz,1774,nba,,True,,27.0,1997-07-24,FA,,6.0,,79,202,,,SG
Ben Gordon,1160,nba,,False,,41.0,1983-04-04,RET,,11.0,,75,205,UConn,,SG
Jared Sullinger,1287,nba,,True,,32.0,1992-03-04,FA,,5.0,,81,260,Ohio State,,C
Leaky Black,2644,nba,,True,,25.0,1999-06-14,FA,,2.0,,78,209,North Carolina,,PF
Walker Kessler,2441,nba,24.0,True,C,23.0,2001-07-26,ACT,,2.0,1.0,84,245,Auburn,UTA,C
Patrick Williams,2118,nba,44.0,True,PF,23.0,2001-08-26,ACT,,4.0,1.0,79,215,Florida State,CHI,PF
Ignas Brazdeikis,2000,nba,,True,,25.0,1999-01-08,FA,,3.0,,78,221,Michigan,,SF
Michael Devoe,2419,nba,,True,,24.0,1999-12-17,FA,,1.0,,76,183,Georgia Tech,,SG
PJ Hall,2773,nba,13.0,True,C,22.0,2002-02-21,TWO-WAY,,0.0,5.0,82,238,Clemson,DEN,C
Reggie Kissoonlal,2546,nba,,True,,28.0,1996-04-10,FA,,1.0,,83,204,Northwestern State,,PF
Noah Kirkwood,2538,nba,,True,,24.0,1999-12-27,FA,,1.0,,79,215,Harvard,,PG
Setric Millner,2667,nba,,True,,24.0,2000-06-29,FA,,1.0,,79,205,Toledo,,PF
Richaun Holmes,1603,nba,22.0,True,C,31.0,1993-10-15,ACT,,9.0,4.0,81,235,Bowling Green,WAS,C
Aaron Wiggins,2299,nba,21.0,True,SF,25.0,1999-01-02,ACT,,3.0,1.0,77,190,Maryland,OKC,SG
Grayson Allen,1959,nba,8.0,True,SG,29.0,1995-10-08,ACT,,6.0,2.0,76,218,Duke,PHX,SG
Boogie Ellis,2862,nba,,True,,23.0,2000-12-12,FA,,0.0,,73,190,USC,,PG
Jalen Hood-Schifino,2572,nba,0.0,True,PG,21.0,2003-06-19,ACT,,1.0,5.0,77,215,Indiana,LAL,PG
Sasha Vujacic,1332,nba,,False,,40.0,1984-03-08,RET,,10.0,,79,195,,,SG
Jontay Porter,2116,nba,,True,,25.0,1999-11-15,SUS,,1.0,,83,240,Missouri,,PF
Anthony Tolliver,1147,nba,,True,,39.0,1985-06-01,FA,,13.0,,80,240,Creighton,,PF
Randy Foye,1472,nba,,False,,41.0,1983-09-24,RET,,11.0,,76,213,Villanova,,SG
Larry Sanders,1390,nba,,False,,36.0,1988-11-21,RET,,6.0,,83,230,VCU,,C
Nate Williams,2543,nba,19.0,True,PG,25.0,1999-02-12,TWO-WAY,,2.0,6.0,77,205,Buffalo,HOU,PG
James Banks,2384,nba,,True,,26.0,1998-01-16,FA,,1.0,,82,250,Georgia Tech,,C
Taj Gibson,1016,nba,67.0,True,C,39.0,1985-06-24,ACT,,15.0,4.0,81,232,USC,CHA,PF
Victor Claver,1453,nba,,True,,36.0,1988-08-30,FA,,3.0,,81,224,,,PF
Luka Garza,2268,nba,55.0,True,C,25.0,1998-12-27,ACT,,3.0,4.0,82,243,Iowa ,MIN,C
Andrei Kirilenko,1164,nba,,False,,43.0,1981-02-18,RET,,13.0,,81,235,,,SF
Devon Hall,2098,nba,,True,,29.0,1995-07-07,FA,,1.0,,74,215,Virginia,,SG
Tyrese Maxey,2126,nba,0.0,True,PG,24.0,2000-11-04,ACT,,4.0,1.0,74,200,Kentucky,PHI,SG
Jared Dudley,1329,nba,,False,,39.0,1985-07-10,RET,,14.0,,78,237,Boston College,,PF
Quincy Pondexter,1207,nba,,True,,36.0,1988-03-10,FA,,7.0,,79,230,Washington,,SF
Aron Baynes,1307,nba,,False,,37.0,1986-12-09,RET,,9.0,,82,260,Washington State,,C
Jahlil Okafor,1601,nba,,True,,28.0,1995-12-15,FA,,6.0,,83,275,Duke,,C
Matt Hurt,2328,nba,,True,,24.0,2000-04-20,FA,,1.0,,81,233,Duke,,PF
Jake LaRavia,2444,nba,3.0,True,PF,23.0,2001-11-03,ACT,,2.0,3.0,79,235,Wake Forest,MEM,PG
Marcus Bingham,2526,nba,,True,,24.0,2000-07-14,FA,,1.0,,84,230,Michigan State,,PF
Jaxson Hayes,2053,nba,11.0,True,C,24.0,2000-05-23,ACT,,5.0,2.0,84,225,Texas,LAL,C
Drew Peterson,2664,nba,13.0,True,PF,25.0,1999-11-09,TWO-WAY,,1.0,7.0,80,196,USC,BOS,PG
Ja Morant,2040,nba,12.0,True,PG,25.0,1999-08-10,ACT,,5.0,1.0,74,174,Murray State,MEM,PG
Harrison Ingram,2761,nba,55.0,True,PF,22.0,2002-11-27,TWO-WAY,,0.0,5.0,77,235,North Carolina,SAS,PF
Marquis Teague,1002,nba,,True,,31.0,1993-02-28,FA,,3.0,,74,189,Kentucky,,PG
Christian Wood,1600,nba,35.0,True,C,29.0,1995-09-27,ACT,,8.0,6.0,80,214,UNLV,LAL,PF
Jarace Walker,2563,nba,5.0,True,PF,21.0,2003-09-04,ACT,,1.0,2.0,80,235,Houston,IND,PF
Theo Maledon,2184,nba,,True,,23.0,2001-06-12,FA,,3.0,,76,175,,,PG
Alen Smailagic,2015,nba,,True,,24.0,2000-08-18,FA,,1.0,,82,215,,,PF
Milton Doyle,1785,nba,,True,,31.0,1993-10-31,FA,,1.0,,76,180,Loyola (IL),,PG
Justin Lewis,2427,nba,,True,,22.0,2002-04-12,FA,,1.0,,79,245,Marquette,,PF
A.J. Lawson,2339,nba,,True,,24.0,2000-07-15,FA,,2.0,,78,179,South Carolina,,SG
Luke Kennard,1777,nba,10.0,True,SF,28.0,1996-06-24,ACT,,7.0,2.0,77,206,Duke,MEM,SG
Damien Jefferson,2389,nba,,True,,27.0,1997-10-03,FA,,1.0,,77,220,Creighton,,PF
Alfonzo McKinnie,1832,nba,,True,,32.0,1992-09-17,FA,,4.0,,79,215,Green Bay,,SF
Maurice N'dour,1665,nba,,True,,32.0,1992-06-18,FA,,1.0,,81,200,,,PF
Damien Wilkins,1769,nba,,False,,44.0,1980-01-11,RET,,10.0,,78,225,Georgia,,SF
Jordan McRae,1594,nba,,True,,33.0,1991-03-28,FA,,4.0,,77,179,Tennessee,,SG
Drake Jeffries,2507,nba,,True,,25.0,1999-01-22,FA,,1.0,,77,186,Wyoming,,PG
Grant Williams,2061,nba,2.0,True,C,25.0,1998-11-30,ACT,,5.0,5.0,78,236,Tennessee,CHA,PF
Lamine Diane,2223,nba,,True,,27.0,1997-11-07,FA,,1.0,,79,205,Cal State Northridge,,PF
Derek Fisher,1440,nba,,False,,50.0,1974-08-09,RET,,18.0,,73,210,Little Rock,,PG
Chris McCullough,1610,nba,,True,,29.0,1995-02-05,FA,,3.0,,83,200,Syracuse,,PF
Giorgi Bezhanishvili,2385,nba,,True,,26.0,1998-11-16,TWO-WAY,,1.0,,81,245,Illinois,,PF
Jared Rhoden,2509,nba,27.0,True,PF,25.0,1999-08-27,TWO-WAY,,2.0,6.0,77,210,Seton Hall,CHA,PG
Anton Watson,2759,nba,28.0,True,PF,24.0,2000-10-06,TWO-WAY,,0.0,8.0,80,235,Gonzaga,BOS,PF
Rodney McGruder,1722,nba,,True,,33.0,1991-07-29,FA,,7.0,,76,205,Kansas State,,SG
Trayce Jackson-Davis,2597,nba,32.0,True,C,24.0,2000-02-22,ACT,,1.0,1.0,81,248,Indiana,GSW,PF
Leonard-DUP Miller-DUP,2704,nba,,True,,,,DUP,,0.0,,82,211,,,PF
Kevin Knox,1886,nba,,True,,25.0,1999-08-11,FA,,5.0,,79,215,Kentucky,,SF
Tre Jones,2145,nba,33.0,True,PG,24.0,2000-01-08,ACT,,4.0,2.0,73,190,Duke,SAS,PG
